index,name,time,no_of_ppl,prep_time,caloaries,main_component,ingredients,prep,img_link
11,      عجة بالمخ          ,غداء,4,30,264,مخ,"      700 جم مخ ضأن أو بقري.  ,   100 جم بطاطس مقشرة ومقطعة مكعبات صغيرة.  ,   200 جم طماطم مقطعة مكعبات صغيرة.  ,   4 فصوص ثوم مقطعة شرائح.  ,   قرن فلفل أخضر حار مقطع شرائح.  ,   2 ملعقة كبيرة  زيت نباتي.  ,   2 ملعقة كبيرة  معجون طماطم.  ,  1 ملعقة صغيرة  كراوية.  ,  1 ملعقة صغيرة  فلفل أحمر.  ,   1 ملعقة صغيرة  فلفل أسود.  ,  1 ملعقة صغيرة ملح.  ,  1 ملعقة صغيرة  نعناع مجفف مطحون.  ,   250 مل ماء.  ,   4 بيضات.      ","      اغسلي المخ جيدًا وانقعيه في الماء 30 دقيقة، ثم أزيلي القشرة الخارجية من حوله.  ,   في مقلاة كبيرة على نار متوسطة، ضعي الزيت والثوم، وقلبي لثواني، ثم أضيفي البطاطس، وقلبيها حتى تتحمر قليلًا.  ,   أضيفي الطماطم وقرن الفلفل الأخضر الحار، واتركيها خمس دقائق حتى تتسبك قليلًا.  ,   أضيفي المخ والتوابل، ثم قلبي لعدة دقائق، ثم قطعي المخ بملعقة خشبية قطع صغيرة.  ,   أذيبي معجون الطماطم في كوب ماء، ثم أضيفيه إلى المقلاة، ثم غطيها واتركيها على النار حتى ينضج المخ من 10 إلى 15 دقيقة.  ,   أضيفي  البيض إلى المقلاة، ثم غطيها حتى ينضج من دقيقتين إلى ثلاثة، ثم ارفعيها من على النار وقدمي عجة المخ ساخنة مع الخبز.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/112/156/mobile-watermarked-large-card/04-SupermamaLogo.jpg
12,      كبسة بالسجق          ,غداء,6,35,561,سجق,"      500 جم سجق بلدي مقطع.  ,   400 جم أرز بسمتي منقوع ومصفى.  ,   2 ملعقة كبيرة  زيت نباتي.  ,   200 جم بصل مفروم.  ,   قرن فلفل حار مقطع حلقات.  ,    200 جم طماطم مفرومة.  ,  10 جم بهارات كبسة.  ,   عود قرفة.  ,   3 ورقات لورا ""غار"".  ,   5 رؤوس حبهان ""هيل"".  ,   3 رؤوس قرنفل.  ,   حبة لومي أسود.  ,   ملح وفلفل أسود حسب الرغبة.  ,   1000 مل ماء.      ","      في قدر كبيرة، ضعي الزيت والبصل، ثم قلبي حتى يصفر لون البصل، ثم أضيفي السجق وقلبي حتى يتحمر قليلًا.  ,   أضيفي قرن الفلفل الحار والطماطم المفرومة وبهارات الكبسة وعود القرفة وورق اللورا والحبهان والقرنفل واللومي الأسود، ثم قلبي حتى تفوح رائحة التوابل.  ,   اضيفي الماء، ثم غطي القدر، واتركيها على النار من سبع دقائق إلى عشر دقائق حتى يغلي الماء.  ,   أضيفي الأرز البسمتي، ثم غطي القدر، واتركيها على النار 20 دقيقة أو حتى ينضج الأرز.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/112/175/mobile-watermarked-large-card/%D9%83%D8%A8%D8%B3%D8%A9-%D8%A8%D8%A7%D9%84%D8%B3%D8%AC%D9%82.jpg
13,      فسيخ مفروم          ,غداء,3,10,486,فسيخ,"    500 جم فسيخ مخلي.  ,   100 جم طحينة.  ,   3 معلقة  كبيرة زبادي.  ,   1 ملعقة كبيرة  كمون.  ,   رشة مسحوق فلفل حار أحمر.  ,   رشة فلفل أسود.  ,   عصير ليمونة.  ,  1 ملعقة كبيرة  خل.  , 125 مل زيت زيتون.      ","      في محضر الطعام، أضيفي الفسيخ وعصير الليمون والبصل والخل، واخلطي جيدًا.  ,   أضيفي الزبادي والبهارات والطحينة، واخلطي مرة أخرى حتى تحصلي على معجون ناعم.  ,   ضعي في طبق التقديم، وزيني بقليلًا من الزيت والبصل الأخضر، ورشة من الكمون والفلفل الحار.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/112/176/mobile-watermarked-large-card/%D9%81%D8%B3%D9%8A%D8%AE-%D9%85%D9%81%D8%B1%D9%88%D9%85.jpg
14,      المندي الأردني          ,غداء,4,120,1314.07,دجاج,"400 جم أرز بسمتي.  ,   875 مل ماء مغلي.  ,   1800 جم  دجاج مقطعة ثماني قطع ومغسولة جيدًا.  ,   2 بصلة كبيرة مقطعتان شرائح متوسطة.  ,   2 200 جم  طماطم مقشرة ومقطعة مكعبات صغيرة.  ,   2 فص ثوم.  ,   3 معلقة  كبيرة  زبادي.  ,   3 معلقة  كبيرة  ماء.  ,   4 معلقة  كبيرة  زيت.  ,   1 ملعقة صغيرة  بهارات مشكلة.  ,   1 ملعقة صغيرة  كمون.  ,   1 ملعقة صغيرة  كركم.  ,   1 ملعقة صغيرة  بودرة زعفران.  ,   عود قرفة.  ,   2 ورقة غار  لورا .  ,   1 ملعقة صغيرة  عصير ليمون.  ,  1 ملعقة صغيرة  خيوط زعفران + 2 ملعقة كبيرة ماء ورد.  ,   70 جم مرق دجاج مطحون.  ,   ملح وفلفل أسود.      ","      ضعي الزبادي وملعقتين من الزيت والبهارات والكركم وبودرة الزعفران وعصير الليمون والملح والفلفل الأسود والماء، وقلبي جيدًا حتى تمتزج المكونات.  ,   أضيفي الدجاج، وقلبي جيدًا، وغطي الوعاء بورق نايلون، ثم ضعيه في الثلاجة مدة ساعة.  ,   سخني الفرن عند درجة حرارة 200 درجة مئوية.  ,   سخني باقي الزيت في صينية ألومنيوم أو تيفال على نار متوسطة، ثم أضيفي البصل وقلبي من ثلاث إلى أربع دقائق حتى يذبل.  ,   أضيفي الثوم، وقلبي 30 ثانية، ثم أضيفي الطماطم وعود القرفة وورق الغار والملح والفلفل الأسود، وقلبي جيدًا.  ,   أضيفي مكعب المرق والأرز، وقلبي جيدًا، ثم أضيفي الماء المغلي، واتركي الخليط حتى يغلي على النار.  ,   غطي الصينية بورق قصدير (فويل) جيدًا، ثم اصنعي به عدة فتحات باستخدام سيخ خشبي أو شوكة.  ,   رصي الدجاج فوق الفويل، ثم غطيه بورق فويل آخر جيدًا.  ,   ضعي الصينية في الفرن مدة 90 دقيقة.  ,   صفي خيوط الزعفران من ماء الورد، واحتفظي بالماء جانبًا.  ,   بعد نضج الدجاج والأرز، انقلي الدجاج في صينية، واتركيه مكشوفًا، ثم ضعيه في الفرن 15 دقيقة حتى يحمر الوجه.  ,   أخرجي الأرز، ووزعي ماء الورد بالزعفران على الوجه، ثم ضعي ورقة قصدير في منتصف الأرز، وضعي بها الفحم المشتعل، ثم أضيفي قطرات الزيت إلى الفحم.  ,   غطي الصينية بسرعة بورقة قصدير جديدة، واتركيها جانبًا من ثلاث إلى أربع دقائق.  ,   ارفعي الفحم، وقلبي الأرز، ثم ضعيه في طبق التقديم.  ,   وزعي الدجاج على الوجه، وقدميه ساخنًا مع سلطة الزبادي بالخيار.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/113/392/mobile-watermarked-large-card/113392_1623099575.jpg
15,      كريب فاهيتا          ,غداء,6,90,441.09,دقيق,"      225 جم دقيق متعدد الاستخدامات.  ,   500 مل حليب.  ,   2 بيضة كبيرة.  ,   15 جم زبد ذائب وبارد.  ,   1 ملعقة صغيرة  سكر.  ,   1 ملعقة صغيرة  ملح.  ,  1 ملعقة صغيرة  فانيليا سائلة.      ","      ضعي جميع مكونات الكريب في الخلاط الكهربائي، واخلطي جيدًا حتى تمتزج المكونات.  ,   ضعي العجين في وعاء، وغلفيه بورق نايلون، ثم ضعيه في الثلاجة 30 دقيقة.  ,   سخني مقلاة غير قابلة للالتصاق على نار متوسطة، وادهنيها بقليل من الزبد.  ,   وزعي ربع كوب في المقلاة، وحركيها بطريقة دائرية حتى يُغطي العجين قاع المقلاة.  ,   اتركي العجين دقيقة، ثم اقلبيه على الجهة الأخرى، واتركيه دقيقة، ثم ضعيه في طبق جانبًا.  ,   كرري الخطوات السابقة مع باقي العجين حتى تنتهي منه.  ,   ضعي جميع البهارات في وعاء كبير، ثم أضيفي الماء وقلبي جيدًا.  ,   أضيفي شرائح اللحم وعصير الليمون وملعقتين من الزيت، وقلبي جيدًا حتى تمتزج المكونات.  ,   غلفي الوعاء، وضعيه في الثلاجة أربع ساعات.  ,   سخني ملعقة من الزيت في مقلاة كبيرة على نار متوسطة، ثم أضيفي البصل مع رشة ملح، وقلبي من خمس إلى ثماني دقائق على نار هادئة حتى يصفر لونه.  ,   أضيفي نصف كمية الزبد، وقلبي البصل حتى يُصبح لونه بنيًا فاتحًا.  ,   ارفعي البصل في وعاء، واتركيها جانبًا.  ,   ضعي باقي الزيت والزبد في المقلاة نفسها، واتركيهما حتى يذوب الزبد.  ,   أضيفي نصف كمية اللحم، وقلبيه من دقيقتين إلى ثلاث دقائق حتى يتغير لونه، ثم ارفعيه مع البصل.  ,   أضيفي باقي اللحم، وقلبيه دقيقتين حتى يتغير لونه، ثم ارفعيه مع البصل وباقي اللحم.  ,   أضيفي الفلفل الملون في المقلاة نفسها ونصف ملعقة صغيرة من الملح، وقلبي دقيقتين.  ,   أضيفي البصل واللحم وصلصة الطماطم، وقلبي جيدًا دقيقة، ثم ارفعيه عن النار.  ,   افردي الكريب على طبق مسطح، ثم وزعي الفاهيتا على نصف دائرة الكريب، ثم شكليه إلى مثلث.  ,   حمصي كريب الفاهيتا في مقلاة غير قابلة للالتصاق على الجهتين، حتى يُصبح مقرمشًا، ثم قدميه ساخنًا.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/113/311/mobile-watermarked-large-card/ce337fc12560bd2f.jpg
16,      الفاهيتا المكسيكية          ,غداء,6,75,386.41,صدور دجاج,"      كيلو  1000 جم  صدور دجاج مقطعة شرائح رفيعة.  ,   200 جم  فلفل أحمر رومي كبيرة مقطعة شرائح رفيعة.  ,   200 جم  فلفل أصفر رومي كبيرة مقطعة شرائح رفيعة.  ,   200 جم  فلفل أخضر رومي كبيرة مقطعة شرائح رفيعة.  ,   بصلة كبيرة مقطعة شرائح.  ,   3 فصوص ثوم مهروسة.  ,   3 معلقة  كبيرة  45 مل  مرق دجاج.  ,   2 ملعقة كبيرة  30 مل  عصير ليمون.  ,   2 ملعقة كبيرة  30 مل  زيت زيتون.  ,   ملح حسب الرغبة.  ,   خبز تورتيلا وصوص الأفوكادو وشرائح طماطم وخس للتقديم.      ","      ضعي مكونات البهارات في وعاء، وقلبي جيدًا.  ,   ضعي الدجاج في وعاء كبير، ثم أضيفي بهارات الفاهيتا والملح، وقلبي جيدًا حتى تمتزج المكونات.  ,   غطي الوعاء بورق نايلون شفاف، واتركيه جانبًا 30 دقيقة.  ,   سخني نصف كمية الزيت في مقلاة كبيرة على نار متوسطة، ثم أضيفي الدجاج، وقلبيه من دقيقتين إلى ثلاث دقائق.  ,   اخفضي النار، وغطي المقلاة، واتركيها من عشر دقائق إلى 15 دقيقة.  ,   ضعي الدجاج في طبق، وغطيه بورق فويل، واتركيه جانبًا لتحضير الخضار.  ,   أضيفي باقي الزيت في المقلاة نفسها، ثم أضيفي البصل والفلفل الملون والثوم المفروم والملح، وقلبي خمس دقائق.  ,   أضيفي المرق وقلبي، ثم اتركيه دقيقة.  ,   أضيفي الدجاج وقلبي جيدًا، ثم أضيفي عصير الليمون وقلبي جيدًا.  ,   ضعي الفاهيتا في طبق التقديم، وقدميها مع التورتيلا والخس والطماطم وصوص الأفوكادو.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/113/308/mobile-watermarked-large-card/5c00dafc90e10302.jpg
17,      دجاج باللوز          ,غداء,4,40,302,صدور دجاج,"      500 جم صدور دجاج  مخلية ومنزوعة الجلد.  ,   300 جم لوز.  ,   37.5 جم بقسماط مطحون.  ,   1 ملعقة صغيرة  ثوم بودرة.  ,   1 ملعقة صغيرة بابريكا.  ,  1 ملعقة صغيرة  زعتر مجفف.  ,   ملح وفلفل أسود حسب الرغبة.  ,   بيضة مخفوقة.  ,   2 ملعقة كبيرة زيت زيتون.      ","      سخني الفرن على درجة حرارة 190 مئوية.  ,   ضعي اللوز والثوم البودرة والبابريكا والزعتر ونصف ملعقة صغيرة ملحًا في محضر الطعام، ثم اطحني حتى يصبح اللوز مجروشًا.  ,   اخلطي البقسماط الناعم مع خليط اللوز، ثم ضعي الخليط في طبق مسطح.  ,   تبلي صدور الدجاج بالملح والفلفل الأسود، ثم اغمسيها في البيض، ثم غطيها بخليط اللوز من الجهتين.  ,   ضعي صدور الدجاج في صينية مغطاة بورق الزبدة، ثم رشيها بزيت الزيتون.  ,   اخبزي صدور الدجاج باللوز في الفرن من 22 إلى 25 دقيقة أو حتى تنضج وتصبح ذهبية اللون.  ,   اتركي الدجاج يرتاح ثلاث دقائق، ثم قدميه ساخنًا.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/113/258/mobile-watermarked-large-card/262bbeeb283bbead.jpg
18,      باستا القصدير بالدجاج          ,غداء,4,35,448,دجاج و مكرونة," 400 جم مكرونة باستا مسلوقة.  ,   250 جم صدور دجاج مخلية مقطعة مكعبات صغيرة.  ,   66.6 جم بصل مفروم.  ,   50 جم زبد.  ,   2 فص ثوم مفروم.  ,   2 ملعقة كبيرة  معجون طماطم.  , 187.5 مل عصير طماطم.  ,  125 مل ماء سلق المكرونة.  ,   187.6 مل كريمة طهي.  ,  1 ملعقة صغيرة  ريحان مجفف.  , 1  ملعقة صغيرة أوريجانو.  ,   1 ملعقة صغيرة  5 جم  بابريكا.  ,   ملح وفلفل أسود حسب الرغبة.  ,   100 جم جبن بارميزان مبشور.  ,   200 جم جبن موزاريلا مبشور.      ","      تبلي قطع الدجاج بالملح والفلفل، ثم سخني مقلاة على نار متوسطة، ثم أذيبي الزبد، وضعي الدجاج.  ,   قلبي الدجاج حتى يكتسب اللون الذهبي، ثم أخرجيه من المقلاة.  ,   في المقلاة نفسها ضعي البصل، وقلبي حتى يذبل، ثم أضيفي الثوم والريحان والأوريجانو، وقلبي حتى تفوح رائحتها.  ,   ضعي معجون الطماطم، وقلبيه لدقيقة، ثم أضيفي عصير الطماطم ونصف كوب من ماء سلق المكرونة والبابريكا والفلفل الأسود، واتركي الصلصة خمس دقائق حتى تتسبك.  ,   أضيفي كريمة الطهي، وأعيدي الدجاج إلى المقلاة، واتركي الصلصة على النار ثلاث دقائق، ثم تبليها بالملح.  ,   قلبي المكرونة مع الصوص على النار، ثم ارفعيها.  ,   غطي صينية بايركس بورق القصدير ""الألمنيوم""، ثم اغرفي المكرونة بها.  ,   وزعي الجبن البارميزان والجبن الموزاريلا على الوجه، ثم غطيها بورق القصدير، وأحكمي إغلاقه.  ,   ضعي المكرونة في فرن ساخن على درجة حرارة 180 مئوية من 15 إلى 20 دقيقة، ثم أزيلي ورق القصدير، وقدميها ساخنة.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/113/298/mobile-watermarked-large-card/374ab4260b330217.jpg
19,      كبسة مكرونة باللحم          ,غداء,5,100,324,لحم و مكرونة,"      500 جم لحم مقطع مكعبات متوسطة الحجم.  ,   400 جم مكرونة.  ,  200 جم بصل مفروم.  ,   3 معلقة  كبيرة  زيت.  ,   1000 مل ماء ساخن.  ,   200 جم  ليمون أسود مجفف.  ,   عود قرفة.  ,   3 روؤس هيل ""حبهان"".  ,   1 ملعقة كبيرة  بهارات كبسة.  ,   1 ملعقة صغيرة  فلفل أسود.  ,   1 ملعقة صغيرة  ثوم بودرة.  ,   ملح حسب الرغبة.  ,  200 جم طماطم مفرومة.  ,  200 جم بطاطس مقطعة مكعبات صغيرة.  , 100 جم جزر مبشور.      ","      في قدر كبيرة على نار متوسطة، سخني الزيت، ثم ضعي البصل وقلبي حتى يكتسب لونًا ذهبيًا فاتحًا.  ,   ضعي اللحم، ثم قلبيه مع البصل حتى يتحمر، ثم أضيفي الليمون المجفف والقرفة والهيل.  ,   أضيفي الماء الساخن، ثم غطي القدر، واتركيها على نار هادئة 60 دقيقة.  ,   أضيفي بهارات الكبسة والفلفل الأسود والثوم البودرة، ثم غطي القدر، واتركيها 30 دقيقة على النار أو حتى ينضج اللحم.  ,   أضيفي المكرونة والطماطم المفرومة إلى القدر، والمزيد من الماء إذا احتجتِ، ثم غطي القدر حتى تنضج المكرونة.  ,   في مقلاة على نار متوسطة، شوحي البطاطس والجزر حتى تكتسب البطاطس اللون الذهبي، وتبليهما بالملح والفلفل الأسود، ثم ضعيهما على المكرونة.  ,   اغرفي كبسة المكرونة في طبق التقديم، وقدميها ساخنة على الغداء.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/113/260/mobile-watermarked-large-card/50cb11317999f950.jpg
20,      الكبسة الإسبانية          ,غداء,6,60,166,صدور دجاج,"      1000 جم صدور دجاج مقطعة.  ,   625 جم مرق دجاج.  ,   300 جم أرز بسمتي.  ,   2 200 جم  طماطم مقشرة ومقطعة مكعبات.  ,   200 جم  فلفل أخضر مقطعة شرائح.  ,   200 جم  فلفل أحمر مقطعة شرائح.  ,   بصلة متوسطة مفرومة ناعمًا.  ,   2 فص ثوم مفروم ناعمًا.  ,   2 ملعقة كبيرة  زيت.  ,   1 ملعقة صغيرة  بابريكا.  ,   ملح وفلفل أسود.  ,   بقدونس للتزيين.      ","      في وعاء، ضعي الدجاج المقطع وتبليه بالملح والفلفل الأسود، ثم ضعيه في الثلاجة من 30 إلى 60 دقيقة.  ,   على نار متوسطة، سخني ملعقة من الزيت، ثم شوحي الدجاج حتى يُصبح لونه ذهبيًّا، ثم ارفعيه من القدر واتركيه جانبًا.  ,   في القدر نفسها، سخني ملعقة أخرى من الزيت، ثم أضيفي البصل وقلبيه حتى يكتسب لونًا ذهبيًا.  ,   أضيفي الثوم وقلبي دقيقة، ثم أضيفي الطماطم والفلفل الألوان وقلبي جيدًا.  ,   أضيفي مرق الدجاج والأرز والبابريكا والملح والفلفل الأسود، وقلبي جيدًا حتى تمتزج المكونات.  ,   أضيفي قطع الدجاج، واتركي المكونات على نار متوسطة حتى تغلي.  ,   غطي القدر واتركيها على نار هادئة حتى تنضج الكبسة.  ,   ضعي الكبسة في طبق التقديم، وزيني الوجه بالبقدونس وقدميها ساخنة.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/113/133/mobile-watermarked-large-card/ad89fec186262d77.jpg
21,      بيتزا إندومي          ,غداء,4,25,371.5,اندومي,"      700 جم إندومي  شعيرية سريعة التحضير .  ,   2 بيضة.  ,  100 جم جبن شيدر مبشور.  ,  50 جم جبن موزاريلا مبشور.  ,   100 جم صلصة بيتزا جاهزة.  ,   1 معلقة صغيرة  ثوم بودرة.  ,   ملح وفلفل أسود.  ,   بيبروني حسب الرغبة.      ","      سخني الفرن مسبقًا عند 190 درجة مئوية.  ,   على نار متوسطة، اسلقي الإندومي بالماء بحسب التعليمات المدونة على الكيس.  ,   صفي الإندومي من الماء وضعيه في وعاء، ثم أضيفي نصف ملعقة صغيرة من توابل الإندومي وملح وفلفل أسود وثوم بودرة وقلبي جيدًا.  ,   أضيفي الجبن الشيدر المبشور وقلبي مرة أخرى، ثم أضيفي البيض وقلبي جيدًا حتى تمتزج المكونات.  ,   ضعي مزيج الإندومي في صينية فرن، وأدخليها إلى الفرن 15 دقيقة.  ,   أخرجي الصينية ووزعي الصلصة الجاهزة على الوجه، ثم أضيفي الجبن الموزاريلا والبيبروني.  ,   أدخلي الصينية إلى الفرن مرة أخرى عشر دقائق.  ,   قدمي بيتزا الإندومي ساخنة مع مشروبك المفضل.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/113/135/mobile-watermarked-large-card/f35292f8bb8dc539.jpg
22,      مفلق حساوي بالربيان          ,غداء,6,60,445,جمبري,"  400 جم جريش محمص.  , 500 جم روبيان  جمبري  مقشر ومنظف.  ,   2 ملعقة كبيرة  زبد.  ,   2 200 جم  بصلة مفرومة ناعمًا.  ,   2 فص ثوم مفروم ناعمًا.  ,   2 200 جم  فلفل أخضر مقطع.  ,   2 200 جم  طماطم مقطعة.  ,   2 ملعقة كبيرة  صلصة طماطم.  ,   2 200 جم  ليمون أسود.  ,   2 عود قرفة.  ,   3 حبات هيل.  ,  1 ملعقة صغيرة  بهارات مشكلة.  ,   1 ملعقة صغيرة  كركم.  ,   ملح وفلفل أسود.  ,   بيض مسلوق للتزيين.      ","      على نار متوسطة، سخني الزبد ثم أضيفي البصل وقلبي حتى يكتسب لونًا ذهبيًا.  ,   أضيفي الثوم والفلفل الأخضر الحار والطماطم وصلصلة الطماطم وقلبي جيدًا.  ,   أضيفي التوابل الصحيحة ثم التوابل الناعمة، وقلبي حتى تتجانس المكونات.  ,   أضيفي الروبيان وقلبي جيدًا، واتركي المزيج على النار عشر دقائق.  ,   أضيفي الجريش المحمص، ثم غطي القدر واتركيها على النار 30 دقيقة، حتى يتشرب الجريش الماء تمامًا.  ,   ضعي المفلق في طبق التقديم، وزيني الوجه بالبيض المسلوق وقدميه ساخنًا.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/113/136/mobile-watermarked-large-card/2b89835cbe5bb9bf.jpg
23,      شيخ محشي عراقي          ,غداء,10,75,814,كوسة و لحم,"1000 جم كوسة مقورة.  ,   500 جم لحم مفروم.  ,   750 مل لبن رائب.  ,  200 جم زبادي.  ,   بصلة مفرومة ناعمًا.  ,  50 جم صنوبر محمص.  ,   2 ملعقة كبيرة  زيت.  ,   2 ملعقة كبيرة  نشا.  ,   1 ملعقة صغيرة بهارات مشكلة.  ,   ملح وفلفل أسود.  ,   زيت نباتي للقلي.      ","      على نار متوسطة، سخني الزيت، ثم أضيفي البصل وقلبيه حتى يذبل.  ,   أضيفي اللحم المفروم والملح والفلفل الأسود والبهارات، وقلبي حتى يتغير لون اللحم.  ,   غطي القدر، واتركيها على نار هادئة 35 دقيقة، حتى ينضج اللحم وتجف السوائل.  ,   أضيفي الصنوبر وقلبي جيدًا، ثم ارفعي الخليط من على النار، واتركيه جانبًا.  ,   على نار متوسطة، اقلي الكوسة في زيت غزير، حتى تُصبح ذهبية اللون، ثم ارفعيها عن النار وصفيها من الزيت.  ,   احشي الكوسة باللحم المفروم، واتركيها جانبًا.  ,   في الخلاط الكهربائي، ضعي اللبن والزبادي والنشا والملح والفلفل الأسود، واخلطي جيدًا حتى تمتزج المكونات.  ,   ضعي الخليط على نار متوسطة حتى يغلي، ثم أضيفي الكوسة، وقلبي على نار هادئة جدًّا عشر دقائق.  ,   ضعي المحشي في أطباق التقديم، وقدميه ساخنًا.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/113/210/mobile-watermarked-large-card/4d19827f311c230d.jpg
24,      مفلق حساوي باللحم          ,غداء,6,180,712,لحم و جريش,"400 جم جريش محمص.  ,   500 جم لحم.  ,   100 جم زبد.  ,   2 200 جم  بصل مفروم ناعمًا.  ,   3 ثمرات طماطم مقطعة.  ,   2 200 جم  فلفل أخضر مقطع.  ,   2 ملعقة كبيرة  صلصة طماطم.  ,   2 200 جم  ليمون أسود.  ,   2 عود قرفة.  ,   3 حبات هيل.  ,   1 ملعقة صغيرة  بهارات مشكلة.  ,   1 ملعقة صغيرة كركم.  ,   ملح وفلفل أسود.  ,   بيض مسلوق للتقديم.      ","      على نار متوسطة، سخني الزبد ثم أضيفي البصل وقلبي حتى يكتسب لونًا ذهبيًا.  ,   أضيفي الفلفل الأخضر والطماطم وصلصلة الطماطم، وقلبي جيدًا.  ,   أضيفي التوابل الصحيحة ثم التوابل الناعمة، وقلبي حتى تتجانس المكونات.  ,   أضيفي قطع اللحم وقلبي، ثم اغمري المكونات بالماء وخففي النار وغطي القدر، واتركي اللحم ينضج على نار هادئة.  ,   أضيفي الجريش المحمص، ثم غطي القدر واتركيها على النار حتى يتشرب الجريش المرق تمامًا.  ,   ضعي المفلق في طبق التقديم، وزيني الوجه بالبيض المسلوق وقدميه ساخنًا.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/113/137/mobile-watermarked-large-card/03674dfcd06e7f67.jpg
